Source workbook: recovery_lock_cascade_next_step_documentation.xlsx
Sheets: 17

================================================================================
SHEET: README
================================================================================
Metric	Value
Исходный файл	recovery_lock_cascade_next_step.xlsx
Дата генерации	2026-05-12T11:07:50.764350
Количество листов	13
Количество ячеек с формулами	4338
Количество ручных вводимых ячеек	93
Количество автоматически генерируемых ячеек	4338
Назначение workbook	Расчёт следующего шага recovery lock cascade по сценариям UP/DOWN
Предупреждение	Документация создана автоматически из фактической структуры workbook.
Total formula cells detected	4338
Total formula cells documented	4338
Formula documentation completeness	100%

================================================================================
SHEET: Workbook_Sheets
================================================================================
SheetName	SheetIndex	Purpose	IsInputSheet	IsCalculationSheet	IsOutputSheet	DependsOnSheets	FeedsToSheets	ImportantCells	Notes
Settings	1	Параметры системы и риска	YES	NO	NO
CurrentPositions	2	Текущие позиции	YES	NO	NO
Scenario_UP	3	Сценарий роста	NO	YES	NO
Scenario_DOWN	4	Сценарий снижения	NO	YES	NO
SectionCalculator_UP	5	Секции UP	NO	YES	NO
SectionCalculator_DOWN	6	Секции DOWN	NO	YES	NO
TailRecovery_UP	7	Восстановление хвоста UP	NO	YES	NO
TailRecovery_DOWN	8	Восстановление хвоста DOWN	NO	YES	NO
BasketSummary	9	Итоговые решения	NO	NO	YES
Validation	10	Правила валидации	NO	NO	NO
Log	11	Журнал	NO	NO	YES
ScenarioText_UP	12	Текст рекомендаций UP	NO	YES	YES
ScenarioText_DOWN	13	Текст рекомендаций DOWN	NO	YES	YES

================================================================================
SHEET: Input_Output_Map
================================================================================
SheetName	Cell	FieldName	FieldType	InputOrGenerated	ValueExample	FormulaIfAny	Description	UserCanEdit	UsedBy	RiskIfWrong
C12	Scenario_DOWN	=CurrentPositions!C7		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E12	Scenario_DOWN	=IF(E3=0,"Уровень не рассчитан",E3-4*Settings!$B$5*Settings!$B$3)	E3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E12	Scenario_DOWN	=IF(E3=0,"Уровень не рассчитан",E3-4*Settings!$B$5*Settings!$B$3)	E3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E12	Scenario_DOWN	=IF(E3=0,"Уровень не рассчитан",E3-4*Settings!$B$5*Settings!$B$3)	$B$5	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E12	Scenario_DOWN	=IF(E3=0,"Уровень не рассчитан",E3-4*Settings!$B$5*Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E12	Scenario_DOWN	=IF(E3=0,"Уровень не рассчитан",E3-4*Settings!$B$5*Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
F12	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)	B12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)	F12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)	E12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)	E12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)	F12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G12	Scenario_DOWN	=IF(B12="BUY",(F12-E12)/Settings!$B$3,(E12-F12)/Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
H12	Scenario_DOWN	=G12*D12*Settings!$B$4	G12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H12	Scenario_DOWN	=G12*D12*Settings!$B$4	D12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H12	Scenario_DOWN	=G12*D12*Settings!$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H12	Scenario_DOWN	=G12*D12*Settings!$B$4		Settings	CROSS_SHEET	Межлистовая зависимость
I12	Scenario_DOWN	=CurrentPositions!I7	I7	Scenario_DOWN	SAME_SHEET	Локальная зависимость
I12	Scenario_DOWN	=CurrentPositions!I7		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
J12	Scenario_DOWN	=CurrentPositions!J7	J7	Scenario_DOWN	SAME_SHEET	Локальная зависимость
J12	Scenario_DOWN	=CurrentPositions!J7		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
A13	Scenario_DOWN	=CurrentPositions!A8	A8	Scenario_DOWN	SAME_SHEET	Локальная зависимость
A13	Scenario_DOWN	=CurrentPositions!A8		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
B13	Scenario_DOWN	=CurrentPositions!B8	B8	Scenario_DOWN	SAME_SHEET	Локальная зависимость
B13	Scenario_DOWN	=CurrentPositions!B8		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
C13	Scenario_DOWN	=CurrentPositions!C8	C8	Scenario_DOWN	SAME_SHEET	Локальная зависимость
C13	Scenario_DOWN	=CurrentPositions!C8		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
D13	Scenario_DOWN	=CurrentPositions!D8	D8	Scenario_DOWN	SAME_SHEET	Локальная зависимость
D13	Scenario_DOWN	=CurrentPositions!D8		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E13	Scenario_DOWN	=CurrentPositions!E8	E8	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E13	Scenario_DOWN	=CurrentPositions!E8		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
F13	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)	B13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)	F13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)	E13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)	E13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)	F13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G13	Scenario_DOWN	=IF(B13="BUY",(F13-E13)/Settings!$B$3,(E13-F13)/Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
H13	Scenario_DOWN	=G13*D13*Settings!$B$4	G13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H13	Scenario_DOWN	=G13*D13*Settings!$B$4	D13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H13	Scenario_DOWN	=G13*D13*Settings!$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H13	Scenario_DOWN	=G13*D13*Settings!$B$4		Settings	CROSS_SHEET	Межлистовая зависимость
I13	Scenario_DOWN	=CurrentPositions!I8	I8	Scenario_DOWN	SAME_SHEET	Локальная зависимость
I13	Scenario_DOWN	=CurrentPositions!I8		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
J13	Scenario_DOWN	=CurrentPositions!J8	J8	Scenario_DOWN	SAME_SHEET	Локальная зависимость
J13	Scenario_DOWN	=CurrentPositions!J8		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
A14	Scenario_DOWN	=CurrentPositions!A9	A9	Scenario_DOWN	SAME_SHEET	Локальная зависимость
A14	Scenario_DOWN	=CurrentPositions!A9		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
B14	Scenario_DOWN	=CurrentPositions!B9	B9	Scenario_DOWN	SAME_SHEET	Локальная зависимость
B14	Scenario_DOWN	=CurrentPositions!B9		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
C14	Scenario_DOWN	=CurrentPositions!C9	C9	Scenario_DOWN	SAME_SHEET	Локальная зависимость
C14	Scenario_DOWN	=CurrentPositions!C9		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
D14	Scenario_DOWN	=CurrentPositions!D9	D9	Scenario_DOWN	SAME_SHEET	Локальная зависимость
D14	Scenario_DOWN	=CurrentPositions!D9		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E14	Scenario_DOWN	=CurrentPositions!E9	E9	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E14	Scenario_DOWN	=CurrentPositions!E9		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
F14	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)	B14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)	F14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)	E14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)	E14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)	F14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G14	Scenario_DOWN	=IF(B14="BUY",(F14-E14)/Settings!$B$3,(E14-F14)/Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
H14	Scenario_DOWN	=G14*D14*Settings!$B$4	G14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H14	Scenario_DOWN	=G14*D14*Settings!$B$4	D14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H14	Scenario_DOWN	=G14*D14*Settings!$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H14	Scenario_DOWN	=G14*D14*Settings!$B$4		Settings	CROSS_SHEET	Межлистовая зависимость
I14	Scenario_DOWN	=CurrentPositions!I9	I9	Scenario_DOWN	SAME_SHEET	Локальная зависимость
I14	Scenario_DOWN	=CurrentPositions!I9		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
J14	Scenario_DOWN	=CurrentPositions!J9	J9	Scenario_DOWN	SAME_SHEET	Локальная зависимость
J14	Scenario_DOWN	=CurrentPositions!J9		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
A15	Scenario_DOWN	=CurrentPositions!A10	A10	Scenario_DOWN	SAME_SHEET	Локальная зависимость
A15	Scenario_DOWN	=CurrentPositions!A10		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
B15	Scenario_DOWN	=CurrentPositions!B10	B10	Scenario_DOWN	SAME_SHEET	Локальная зависимость
B15	Scenario_DOWN	=CurrentPositions!B10		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
C15	Scenario_DOWN	=CurrentPositions!C10	C10	Scenario_DOWN	SAME_SHEET	Локальная зависимость
C15	Scenario_DOWN	=CurrentPositions!C10		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
D15	Scenario_DOWN	=CurrentPositions!D10	D10	Scenario_DOWN	SAME_SHEET	Локальная зависимость
D15	Scenario_DOWN	=CurrentPositions!D10		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E15	Scenario_DOWN	=CurrentPositions!E10	E10	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E15	Scenario_DOWN	=CurrentPositions!E10		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
F15	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)	B15	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)	F15	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)	E15	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)	E15	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)	F15	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G15	Scenario_DOWN	=IF(B15="BUY",(F15-E15)/Settings!$B$3,(E15-F15)/Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
H15	Scenario_DOWN	=G15*D15*Settings!$B$4	G15	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H15	Scenario_DOWN	=G15*D15*Settings!$B$4	D15	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H15	Scenario_DOWN	=G15*D15*Settings!$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H15	Scenario_DOWN	=G15*D15*Settings!$B$4		Settings	CROSS_SHEET	Межлистовая зависимость
I15	Scenario_DOWN	=CurrentPositions!I10	I10	Scenario_DOWN	SAME_SHEET	Локальная зависимость
I15	Scenario_DOWN	=CurrentPositions!I10		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
J15	Scenario_DOWN	=CurrentPositions!J10	J10	Scenario_DOWN	SAME_SHEET	Локальная зависимость
J15	Scenario_DOWN	=CurrentPositions!J10		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
A16	Scenario_DOWN	=CurrentPositions!A11	A11	Scenario_DOWN	SAME_SHEET	Локальная зависимость
A16	Scenario_DOWN	=CurrentPositions!A11		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
B16	Scenario_DOWN	=CurrentPositions!B11	B11	Scenario_DOWN	SAME_SHEET	Локальная зависимость
B16	Scenario_DOWN	=CurrentPositions!B11		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
C16	Scenario_DOWN	=CurrentPositions!C11	C11	Scenario_DOWN	SAME_SHEET	Локальная зависимость
C16	Scenario_DOWN	=CurrentPositions!C11		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
D16	Scenario_DOWN	=CurrentPositions!D11	D11	Scenario_DOWN	SAME_SHEET	Локальная зависимость
D16	Scenario_DOWN	=CurrentPositions!D11		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E16	Scenario_DOWN	=CurrentPositions!E11	E11	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E16	Scenario_DOWN	=CurrentPositions!E11		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
F16	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)	B16	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)	F16	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)	E16	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)	E16	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)	F16	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G16	Scenario_DOWN	=IF(B16="BUY",(F16-E16)/Settings!$B$3,(E16-F16)/Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
H16	Scenario_DOWN	=G16*D16*Settings!$B$4	G16	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H16	Scenario_DOWN	=G16*D16*Settings!$B$4	D16	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H16	Scenario_DOWN	=G16*D16*Settings!$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H16	Scenario_DOWN	=G16*D16*Settings!$B$4		Settings	CROSS_SHEET	Межлистовая зависимость
I16	Scenario_DOWN	=CurrentPositions!I11	I11	Scenario_DOWN	SAME_SHEET	Локальная зависимость
I16	Scenario_DOWN	=CurrentPositions!I11		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
J16	Scenario_DOWN	=CurrentPositions!J11	J11	Scenario_DOWN	SAME_SHEET	Локальная зависимость
J16	Scenario_DOWN	=CurrentPositions!J11		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
A17	Scenario_DOWN	=CurrentPositions!A12	A12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
A17	Scenario_DOWN	=CurrentPositions!A12		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
B17	Scenario_DOWN	=CurrentPositions!B12	B12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
B17	Scenario_DOWN	=CurrentPositions!B12		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
C17	Scenario_DOWN	=CurrentPositions!C12	C12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
C17	Scenario_DOWN	=CurrentPositions!C12		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
D17	Scenario_DOWN	=CurrentPositions!D12	D12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
D17	Scenario_DOWN	=CurrentPositions!D12		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E17	Scenario_DOWN	=CurrentPositions!E12	E12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E17	Scenario_DOWN	=CurrentPositions!E12		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
F17	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)	B17	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)	F17	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)	E17	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)	E17	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)	F17	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G17	Scenario_DOWN	=IF(B17="BUY",(F17-E17)/Settings!$B$3,(E17-F17)/Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
H17	Scenario_DOWN	=G17*D17*Settings!$B$4	G17	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H17	Scenario_DOWN	=G17*D17*Settings!$B$4	D17	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H17	Scenario_DOWN	=G17*D17*Settings!$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H17	Scenario_DOWN	=G17*D17*Settings!$B$4		Settings	CROSS_SHEET	Межлистовая зависимость
I17	Scenario_DOWN	=CurrentPositions!I12	I12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
I17	Scenario_DOWN	=CurrentPositions!I12		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
J17	Scenario_DOWN	=CurrentPositions!J12	J12	Scenario_DOWN	SAME_SHEET	Локальная зависимость
J17	Scenario_DOWN	=CurrentPositions!J12		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
A18	Scenario_DOWN	=CurrentPositions!A13	A13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
A18	Scenario_DOWN	=CurrentPositions!A13		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
B18	Scenario_DOWN	=CurrentPositions!B13	B13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
B18	Scenario_DOWN	=CurrentPositions!B13		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
C18	Scenario_DOWN	=CurrentPositions!C13	C13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
C18	Scenario_DOWN	=CurrentPositions!C13		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
D18	Scenario_DOWN	=CurrentPositions!D13	D13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
D18	Scenario_DOWN	=CurrentPositions!D13		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E18	Scenario_DOWN	=CurrentPositions!E13	E13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E18	Scenario_DOWN	=CurrentPositions!E13		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
F18	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)	B18	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)	F18	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)	E18	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)	E18	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)	F18	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)	$B$3	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G18	Scenario_DOWN	=IF(B18="BUY",(F18-E18)/Settings!$B$3,(E18-F18)/Settings!$B$3)		Settings	CROSS_SHEET	Межлистовая зависимость
H18	Scenario_DOWN	=G18*D18*Settings!$B$4	G18	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H18	Scenario_DOWN	=G18*D18*Settings!$B$4	D18	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H18	Scenario_DOWN	=G18*D18*Settings!$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
H18	Scenario_DOWN	=G18*D18*Settings!$B$4		Settings	CROSS_SHEET	Межлистовая зависимость
I18	Scenario_DOWN	=CurrentPositions!I13	I13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
I18	Scenario_DOWN	=CurrentPositions!I13		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
J18	Scenario_DOWN	=CurrentPositions!J13	J13	Scenario_DOWN	SAME_SHEET	Локальная зависимость
J18	Scenario_DOWN	=CurrentPositions!J13		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
A19	Scenario_DOWN	=CurrentPositions!A14	A14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
A19	Scenario_DOWN	=CurrentPositions!A14		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
B19	Scenario_DOWN	=CurrentPositions!B14	B14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
B19	Scenario_DOWN	=CurrentPositions!B14		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
C19	Scenario_DOWN	=CurrentPositions!C14	C14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
C19	Scenario_DOWN	=CurrentPositions!C14		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
D19	Scenario_DOWN	=CurrentPositions!D14	D14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
D19	Scenario_DOWN	=CurrentPositions!D14		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
E19	Scenario_DOWN	=CurrentPositions!E14	E14	Scenario_DOWN	SAME_SHEET	Локальная зависимость
E19	Scenario_DOWN	=CurrentPositions!E14		CurrentPositions	CROSS_SHEET	Межлистовая зависимость
F19	Scenario_DOWN	=$B$4	$B$4	Scenario_DOWN	SAME_SHEET	Локальная зависимость
G19	Scenario_DOWN	=IF(B19="BUY",(F19-E19)/Settings!$B$3,(E19-F19)/Settings!$B$3)	B19	Scenario_DOWN	SAME_SHEET	Локальная зависимость
